country,year,iso_code,population,gdp,biofuel_electricity,carbon_intensity_elec,coal_electricity,electricity_demand,electricity_generation,fossil_electricity,gas_electricity,greenhouse_gas_emissions,hydro_electricity,low_carbon_electricity,net_elec_imports_share_demand,nuclear_electricity,oil_electricity,other_renewable_electricity,other_renewable_exc_biofuel_electricity,per_capita_electricity,renewables_electricity,solar_electricity,wind_electricity,electricity_demand_generation_ratio,electricity_demand_generation_ratio_rating,per_capita_electricity_rating,nuclear_electricity_rating,net_elec_imports_share_demand_rating,risk_sum
Congo,2022,COG,5970430.0,23679010816.0,0.0,700.0,0.0,4.0,4.0,3.1,2.9,2.8,0.9,0.9,0.0,0.0,0.2,0.0,0.0,669.969,0.9,0.0,0.0,1.0,0,1,1,0,2
Cook Islands,2022,COK,17032.0,,0.0,250.0,0.0,0.04,0.04,0.02,0.0,0.01,0.0,0.02,0.0,0.0,0.02,0.0,0.0,2348.521,0.02,0.02,0.0,1.0,0,1,1,0,2
Costa Rica,2022,CRI,5180836.0,80345899008.0,0.19,26.464,0.0,11.75,12.47,0.0,0.0,0.33,9.36,12.47,-6.128,0.0,0.0,1.67,1.48,2406.948,12.47,0.07,1.37,0.942261427425822,0,1,1,3,5
Cote d'Ivoire,2022,CIV,28160548.0,121472000000.0,0.08,393.885,0.0,10.52,11.12,7.67,7.65,4.38,3.35,3.45,-5.703,0.0,0.02,0.08,0.0,394.879,3.45,0.02,0.0,0.9460431654676259,0,1,1,3,5
Croatia,2022,HRV,4030361.0,102284648448.0,1.13,242.275,1.56,18.93,14.24,5.15,3.51,3.45,5.46,9.09,24.775,0.0,0.08,1.2,0.07,3533.182,9.09,0.15,2.28,1.3293539325842696,5,1,1,0,7
Cuba,2022,CUB,11212198.0,84154974208.0,0.44,637.61,0.0,18.24,18.24,17.39,1.61,11.63,0.12,0.85,0.0,0.0,15.78,0.44,0.0,1626.8,0.85,0.27,0.02,1.0,0,1,1,0,2
Curacao,2022,CUW,191173.0,,,,,,,,,,,,,0.0,,,,,,,,,0,3,1,3,7
Cyprus,2022,CYP,1251492.0,34255009792.0,0.06,555.133,0.0,5.26,5.26,4.38,0.0,2.92,0.0,0.88,0.0,0.0,4.38,0.06,0.0,4202.983,0.88,0.6,0.22,1.0,0,1,1,0,2
Czechia,2022,CZE,10493990.0,342966829056.0,5.41,488.297,36.88,70.21,83.74,41.94,4.33,40.89,2.09,41.8,-19.271,31.02,0.73,5.41,0.0,7979.806,10.78,2.63,0.65,0.8384284690709338,0,1,3,3,7
Democratic Republic of Congo,2022,COD,99010216.0,91314987008.0,0.03,24.457,0.0,12.45,11.04,0.0,0.0,0.27,11.0,11.04,11.325,0.0,0.0,0.03,0.0,111.504,11.04,0.01,0.0,1.127717391304348,5,1,1,0,7
Denmark,2022,DNK,5882259.0,299429003264.0,7.27,201.777,4.43,36.25,34.89,6.48,1.02,7.04,0.01,28.41,3.752,0.0,1.03,7.27,0.0,5931.395,28.41,2.2,18.93,1.0389796503296074,5,1,1,0,7
Djibouti,2022,DJI,1120851.0,3395681536.0,0.0,692.308,0.0,0.64,0.13,0.13,0.0,0.09,0.0,0.0,79.688,0.0,0.13,0.0,0.0,115.983,0.0,0.0,0.0,4.923076923076923,5,1,1,0,7
Dominica,2022,DMA,72758.0,675097984.0,0.0,529.412,0.0,0.17,0.17,0.13,0.0,0.09,0.04,0.04,0.0,0.0,0.13,0.0,0.0,2336.513,0.04,0.0,0.0,1.0,0,1,1,0,2
Dominican Republic,2022,DOM,11228821.0,191182372864.0,0.18,580.78,6.04,21.54,21.54,18.48,8.09,12.51,1.0,3.06,0.0,0.0,4.35,0.18,0.0,1918.278,3.06,0.56,1.32,1.0,0,1,1,0,2
East Timor,2022,TLS,1341298.0,,0.0,666.667,0.0,0.51,0.51,0.51,0.0,0.34,0.0,0.0,0.0,0.0,0.51,0.0,0.0,380.229,0.0,0.0,0.0,1.0,0,1,1,0,2
Ecuador,2022,ECU,18001002.0,175028879360.0,0.43,150.689,0.0,32.49,32.65,6.22,1.16,4.92,25.9,26.43,-0.492,0.0,5.06,0.43,0.0,1813.788,26.43,0.04,0.06,0.9950995405819296,0,1,1,3,5
Egypt,2022,EGY,110990096.0,1460427423744.0,0.0,570.127,0.0,199.42,200.85,176.88,159.29,114.51,13.8,23.97,-0.717,0.0,17.59,0.0,,1809.621,23.97,5.03,5.14,0.9928802588996763,0,1,1,3,5
El Salvador,2022,SLV,6336393.0,59270934528.0,0.91,116.535,0.0,7.62,6.35,0.57,0.0,0.74,2.26,5.78,16.667,0.0,0.57,2.49,1.58,1002.147,5.78,1.03,0.0,1.2000000000000002,5,1,1,0,7
Equatorial Guinea,2022,GNQ,1674916.0,20191379456.0,0.0,591.837,0.0,1.47,1.47,0.99,0.98,0.87,0.48,0.48,0.0,0.0,0.01,0.0,0.0,877.656,0.48,0.0,0.0,1.0,0,1,1,0,2
Eritrea,2022,ERI,3684041.0,,0.0,631.579,0.0,0.38,0.38,0.37,0.0,0.24,0.0,0.01,0.0,0.0,0.37,0.0,0.0,103.148,0.01,0.01,0.0,1.0,0,1,1,0,2
Estonia,2022,EST,1326064.0,39999856640.0,1.57,489.888,0.0,9.91,8.9,6.08,0.06,4.36,0.02,2.82,10.192,0.0,6.02,1.57,0.0,6711.591,2.82,0.6,0.63,1.1134831460674157,5,1,1,0,7
Eswatini,2022,SWZ,1201680.0,9594910720.0,0.24,172.414,0.04,1.49,0.58,0.04,0.0,0.1,0.3,0.54,61.074,0.0,0.0,0.24,0.0,482.658,0.54,0.0,0.0,2.5689655172413794,5,1,1,0,7
Ethiopia,2022,ETH,123379928.0,269977223168.0,0.03,24.643,0.0,13.76,15.42,0.01,0.0,0.38,14.75,15.41,-12.064,0.0,0.01,0.03,0.0,124.98,15.41,0.04,0.59,0.8923476005188067,0,1,1,3,5
Falkland Islands,2022,FLK,3801.0,,0.0,500.0,0.0,0.02,0.02,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.0,5261.773,0.01,0.0,0.01,1.0,0,1,1,0,2
Faroe Islands,2022,FRO,53117.0,,0.0,404.762,0.0,0.42,0.42,0.26,0.0,0.17,0.11,0.16,0.0,0.0,0.26,0.0,0.0,7907.073,0.16,0.0,0.05,1.0,0,1,1,0,2
Fiji,2022,FJI,929769.0,,0.04,288.462,0.0,1.04,1.04,0.42,0.0,0.3,0.57,0.62,0.0,0.0,0.42,0.04,0.0,1118.557,0.62,0.01,0.0,1.0,0,1,1,0,2
Finland,2022,FIN,5540745.0,226154840064.0,12.76,130.235,3.44,84.39,71.87,8.17,0.96,9.36,13.49,63.7,14.836,25.34,3.77,12.76,0.0,12971.181,38.36,0.39,11.72,1.1742034228468066,5,1,3,0,9
France,2022,FRA,64626624.0,2671568748544.0,9.78,78.811,4.33,484.29,469.35,60.52,45.74,36.99,45.52,408.83,3.085,294.73,10.45,10.38,0.6,7262.487,114.1,19.64,38.56,1.0318312559923297,5,1,3,0,9
French Polynesia,2022,PYF,306292.0,,0.0,442.857,0.0,0.7,0.7,0.47,0.0,0.31,0.18,0.23,0.0,0.0,0.47,0.0,0.0,2285.401,0.23,0.05,0.0,1.0,0,1,1,0,2
Gabon,2022,GAB,2388997.0,36035293184.0,0.01,491.597,0.0,2.92,2.38,1.38,1.14,1.17,0.99,1.0,18.493,0.0,0.24,0.01,0.0,996.234,1.0,0.0,0.0,1.226890756302521,5,1,1,0,7
Gambia,2022,GMB,2705995.0,4656793600.0,0.0,666.667,0.0,0.51,0.51,0.51,0.0,0.34,0.0,0.0,0.0,0.0,0.51,0.0,0.0,188.47,0.0,0.0,0.0,1.0,0,1,1,0,2
Georgia,2022,GEO,3744385.0,70528606208.0,0.0,167.018,0.0,14.81,14.25,3.39,3.39,2.38,10.77,10.86,3.781,0.0,0.0,0.0,0.0,3805.698,10.86,0.0,0.09,1.0392982456140352,5,1,1,0,7
Germany,2022,DEU,83369840.0,3909612732416.0,48.14,420.057,179.98,540.21,567.47,281.33,79.8,238.37,17.63,286.14,-5.046,34.71,21.55,48.35,0.21,6806.658,251.43,60.79,124.66,0.951962218267045,0,1,3,3,7
Ghana,2022,GHA,33475870.0,145431871488.0,0.02,484.0,0.0,20.76,22.5,14.85,14.23,10.89,7.5,7.65,-8.382,0.0,0.62,0.02,0.0,672.126,7.65,0.13,0.0,0.9226666666666667,0,1,1,3,5
Gibraltar,2022,GIB,32677.0,,0.0,600.0,0.0,0.25,0.25,0.25,0.25,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7650.641,0.0,0.0,0.0,1.0,0,1,1,0,2
Greece,2022,GRC,10384972.0,263892680704.0,0.57,376.671,5.76,55.06,51.61,29.17,19.14,19.44,3.86,22.44,6.266,0.0,4.27,0.57,0.0,4969.681,22.44,7.14,10.87,1.0668475101724473,5,1,1,0,7
Greenland,2022,GRL,56494.0,,0.0,178.571,0.0,0.56,0.56,0.13,0.0,0.1,0.43,0.43,0.0,0.0,0.13,0.0,0.0,9912.557,0.43,0.0,0.0,1.0,0,1,1,0,2
Grenada,2022,GRD,125459.0,,0.0,640.0,0.0,0.25,0.25,0.24,0.0,0.16,0.0,0.01,0.0,0.0,0.24,0.0,0.0,1992.683,0.01,0.01,0.0,1.0,0,1,1,0,2
Guam,2022,GUM,171783.0,,0.0,622.857,0.0,1.75,1.75,1.66,0.0,1.09,0.0,0.09,0.0,0.0,1.66,0.0,0.0,10187.271,0.09,0.09,0.0,1.0,0,1,1,0,2
Guatemala,2022,GTM,17843914.0,146224644096.0,2.89,328.268,3.48,13.19,13.16,4.28,0.01,4.32,5.08,8.88,0.227,0.0,0.79,3.22,0.33,737.506,8.88,0.24,0.34,1.0022796352583585,5,1,1,0,7
Guinea,2022,GIN,13859349.0,23678257152.0,0.0,236.842,0.0,3.04,3.04,1.02,0.0,0.72,2.0,2.02,0.0,0.0,1.02,0.0,0.0,219.347,2.02,0.02,0.0,1.0,0,1,1,0,2
Guinea-Bissau,2022,GNB,2105580.0,3259313920.0,0.0,625.0,0.0,0.08,0.08,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.08,0.0,0.0,37.994,0.0,0.0,0.0,1.0,0,1,1,0,2
Guyana,2022,GUY,808727.0,,0.01,640.351,0.0,1.14,1.14,1.12,0.02,0.73,0.0,0.02,0.0,0.0,1.1,0.01,0.0,1409.623,0.02,0.01,0.0,1.0,0,1,1,0,2
Haiti,2022,HTI,11585003.0,17550917632.0,0.0,567.308,0.0,1.04,1.04,0.9,0.0,0.59,0.14,0.14,0.0,0.0,0.9,0.0,0.0,89.771,0.14,0.0,0.0,1.0,0,1,1,0,2
Honduras,2022,HND,10432858.0,49738256384.0,1.25,282.265,0.07,12.22,12.01,4.44,0.0,3.39,4.0,7.57,1.718,0.0,4.37,1.61,0.36,1151.171,7.57,1.19,0.77,1.0174854288093256,5,1,1,0,7
Hong Kong,2022,HKG,7488863.0,356690493440.0,0.14,699.499,14.03,48.51,35.94,35.71,21.48,25.14,0.0,0.23,25.912,0.0,0.2,0.14,0.0,4799.126,0.23,0.09,0.0,1.3497495826377295,5,1,1,0,7
Hungary,2022,HUN,9967304.0,285385228288.0,2.14,228.747,2.99,47.91,35.76,12.29,8.85,8.18,0.18,23.47,25.36,15.81,0.45,2.14,0.0,3587.73,7.66,4.73,0.61,1.3397651006711409,5,1,3,0,9
Iceland,2022,ISL,372903.0,16019539968.0,0.0,27.68,0.0,19.87,19.87,0.0,0.0,0.55,13.94,19.87,0.0,0.0,0.0,5.92,5.92,53284.637,19.87,0.0,0.01,1.0,0,1,1,0,2
India,2022,IND,1417173120.0,10476248367104.0,40.74,705.131,1380.1,1857.53,1857.98,1430.92,47.04,1310.12,174.92,427.06,-0.024,46.19,3.78,38.567,,1311.047,380.87,95.16,70.05,0.9997578014833314,0,1,3,3,7
Indonesia,2022,IDN,275501344.0,3500093472768.0,20.62,675.931,205.31,334.51,333.54,268.13,56.71,225.45,27.3,65.41,0.29,0.0,6.11,37.31,16.69,1210.666,65.41,0.44,0.36,1.0029081969179108,5,1,1,0,7
Iran,2022,IRN,88550568.0,1572209033216.0,0.02,665.154,0.75,340.93,348.13,332.11,300.19,231.56,7.45,16.02,-2.112,6.57,31.17,0.028,,3931.426,9.45,0.73,1.25,0.9793180708356074,0,1,3,3,7
Iraq,2022,IRQ,44496124.0,527639314432.0,0.0,688.814,0.0,119.12,115.59,112.88,79.29,79.62,2.65,2.71,2.963,0.0,33.59,0.0,0.0,2597.754,2.71,0.06,0.0,1.030538973959685,5,1,1,0,7
Ireland,2022,IRL,5023108.0,308390920192.0,1.01,333.234,2.37,33.83,33.58,20.54,16.53,11.19,0.7,13.04,0.739,0.0,1.64,1.01,0.0,6685.104,13.04,0.15,11.18,1.0074449076831447,5,1,1,0,7
Israel,2022,ISR,9038313.0,336722558976.0,0.0,582.927,16.74,68.99,75.91,68.36,51.3,44.25,0.02,7.55,-10.03,0.0,0.32,0.0,0.0,8398.691,7.55,7.35,0.18,0.9088394150968252,0,1,1,3,5
Italy,2022,ITA,59037472.0,2136009342976.0,17.61,378.447,22.61,322.95,279.96,179.71,141.47,105.95,28.4,100.25,13.312,0.0,15.63,23.45,5.84,4742.073,100.25,28.12,20.28,1.1535576510930132,5,1,1,0,7
Jamaica,2022,JAM,2827382.0,20019224576.0,0.06,555.556,0.0,4.59,4.59,3.97,2.68,2.55,0.14,0.62,0.0,0.0,1.29,0.06,0.0,1623.41,0.62,0.14,0.28,1.0,0,1,1,0,2
Japan,2022,JPN,123951696.0,4774494732288.0,41.48,512.805,348.48,1033.55,1033.55,754.85,360.54,530.01,74.88,278.7,0.0,51.77,45.83,37.83,,8338.329,226.93,102.4,8.17,1.0,0,1,3,0,4
Jordan,2022,JOR,11285875.0,99281829888.0,0.0,540.924,0.0,22.08,21.87,16.87,15.91,11.83,0.02,5.0,0.951,0.0,0.96,0.0,0.0,1937.821,5.0,3.37,1.61,1.00960219478738,5,1,1,0,7
Kazakhstan,2022,KAZ,19397998.0,503634067456.0,0.0,830.409,76.83,113.16,113.98,100.54,23.65,94.65,9.21,13.44,-0.725,0.0,0.06,0.003,,5875.864,13.44,1.7,2.53,0.9928057553956834,0,1,1,3,5
Kenya,2022,KEN,54027484.0,190362157056.0,0.29,83.333,0.0,12.56,12.36,0.99,0.0,1.03,3.04,11.37,1.592,0.0,0.99,5.81,5.52,228.772,11.37,0.38,2.14,1.016181229773463,5,1,1,0,7
Kiribati,2022,KIR,131237.0,,0.0,666.667,0.0,0.03,0.03,0.03,0.0,0.02,0.0,0.0,0.0,0.0,0.03,0.0,0.0,228.594,0.0,0.0,0.0,1.0,0,1,1,0,2
Kuwait,2022,KWT,4268886.0,218961231872.0,0.0,649.196,0.0,86.43,86.43,86.23,48.27,56.11,0.0,0.2,0.0,0.0,37.96,0.0,0.0,20246.5,0.2,0.17,0.03,1.0,0,1,1,0,2
Kyrgyzstan,2022,KGZ,6630621.0,31703001088.0,0.0,147.292,1.76,16.2,13.85,1.95,0.15,2.04,11.9,11.9,14.506,0.0,0.04,0.0,0.0,2088.794,11.9,0.0,0.0,1.1696750902527075,5,1,1,0,7
Laos,2022,LAO,7529477.0,54953902080.0,0.08,265.506,12.41,12.2,45.95,12.41,0.0,12.2,33.4,33.54,-276.639,0.0,0.0,0.08,0.0,6102.682,33.54,0.06,0.0,0.26550598476605003,0,1,1,3,5
Latvia,2022,LVA,1850654.0,51248480256.0,0.8,136.273,0.0,7.3,4.99,1.21,1.21,0.68,2.75,3.78,31.644,0.0,0.0,0.8,0.0,2696.344,3.78,0.04,0.19,1.4629258517034067,5,1,1,0,7
Lebanon,2022,LBN,5489744.0,48741707776.0,0.03,599.005,0.0,10.5,10.05,9.1,0.0,6.02,0.61,0.95,4.286,0.0,9.1,0.03,0.0,1830.686,0.95,0.3,0.01,1.044776119402985,5,1,1,0,7
Lesotho,2022,LSO,2305826.0,4761723392.0,0.0,20.0,0.0,0.93,0.5,0.0,0.0,0.01,0.5,0.5,46.237,0.0,0.0,0.0,0.0,216.842,0.5,0.0,0.0,1.86,5,1,1,0,7
Liberia,2022,LBR,5302690.0,4231560960.0,0.0,227.848,0.0,0.79,0.79,0.26,0.0,0.18,0.53,0.53,0.0,0.0,0.26,0.0,0.0,148.981,0.53,0.0,0.0,1.0,0,1,1,0,2
Libya,2022,LBY,6812344.0,91444477952.0,0.0,818.692,0.0,31.13,30.28,30.27,21.48,24.79,0.0,0.01,2.73,0.0,8.79,0.0,0.0,4444.873,0.01,0.01,0.0,1.0280713342140027,5,1,1,0,7
Lithuania,2022,LTU,2750058.0,84814258176.0,0.71,177.184,0.0,12.69,4.12,1.02,0.51,0.73,0.46,3.1,67.533,0.0,0.51,0.71,0.0,1498.15,3.1,0.34,1.59,3.0800970873786406,5,1,1,0,7
Luxembourg,2022,LUX,647601.0,36128358400.0,0.36,144.068,0.0,6.69,1.18,0.17,0.1,0.17,0.06,1.01,82.362,0.0,0.07,0.36,0.0,1822.11,1.01,0.28,0.31,5.669491525423729,5,1,1,0,7
Macao,2022,MAC,695180.0,,0.2,448.98,0.0,5.73,0.49,0.29,0.25,0.22,0.0,0.2,91.449,0.0,0.04,0.2,0.0,704.853,0.2,0.0,0.0,11.693877551020408,5,1,1,0,7
Madagascar,2022,MDG,29611718.0,38602186752.0,0.05,436.441,0.13,2.36,2.36,1.49,0.0,1.03,0.78,0.87,0.0,0.0,1.36,0.05,0.0,79.698,0.87,0.04,0.0,1.0,0,1,1,0,2
Malawi,2022,MWI,20405318.0,26465351680.0,0.05,66.667,0.0,1.33,1.35,0.08,0.0,0.09,1.05,1.27,-1.504,0.0,0.08,0.05,0.0,66.159,1.27,0.17,0.0,0.9851851851851852,0,1,1,3,5
Malaysia,2022,MYS,33938216.0,877584187392.0,1.15,605.831,76.39,180.07,181.09,146.5,68.35,109.71,30.72,34.59,-0.566,0.0,1.76,1.234,,5335.873,34.59,2.72,0.0,0.9943674416036224,0,1,1,3,5
Maldives,2022,MDV,523798.0,,0.0,611.765,0.0,0.85,0.85,0.79,0.0,0.52,0.0,0.06,0.0,0.0,0.79,0.0,0.0,1622.763,0.06,0.06,0.0,1.0,0,1,1,0,2
Mali,2022,MLI,22593598.0,30551085056.0,0.06,408.0,0.0,3.93,3.75,2.26,0.0,1.53,1.4,1.49,4.58,0.0,2.26,0.06,0.0,165.976,1.49,0.03,0.0,1.048,5,1,1,0,7
Malta,2022,MLT,533293.0,18295134208.0,0.01,500.0,0.0,2.94,2.3,2.0,1.94,1.15,0.0,0.3,21.769,0.0,0.06,0.01,0.0,4312.826,0.3,0.29,0.0,1.2782608695652176,5,1,1,0,7
Mauritania,2022,MRT,4736146.0,15674545152.0,0.0,464.706,0.0,1.89,1.7,1.19,0.0,0.79,0.21,0.51,10.053,0.0,1.19,0.0,0.0,358.942,0.51,0.14,0.16,1.111764705882353,5,1,1,0,7
Mauritius,2022,MUS,1299478.0,26988574720.0,0.37,632.479,1.3,3.51,3.51,2.83,0.0,2.22,0.13,0.68,0.0,0.0,1.53,0.37,0.0,2701.084,0.68,0.16,0.02,1.0,0,1,1,0,2
Mexico,2022,MEX,127504120.0,2033437638656.0,6.62,475.359,21.87,343.79,340.69,247.91,191.8,161.95,35.72,92.78,0.902,10.85,34.24,6.697,,2671.992,81.93,19.27,20.32,1.0090991810737033,5,1,3,0,9
Moldova,2022,MDA,3272993.0,23827554304.0,0.03,648.496,0.0,6.16,5.32,4.83,4.63,3.45,0.29,0.49,13.636,0.0,0.2,0.03,0.0,1625.424,0.49,0.03,0.14,1.1578947368421053,5,1,1,0,7
Mongolia,2022,MNG,3398373.0,44809465856.0,0.0,771.795,6.58,9.64,7.8,6.94,0.0,6.02,0.08,0.86,19.087,0.0,0.36,0.0,0.0,2295.216,0.86,0.17,0.61,1.235897435897436,5,1,1,0,7
Montenegro,2022,MNE,627082.0,12774400000.0,0.0,483.384,1.55,3.18,3.31,1.55,0.0,1.6,1.45,1.76,-4.088,0.0,0.0,0.0,0.0,5278.417,1.76,0.0,0.31,0.9607250755287009,0,1,1,3,5
Montserrat,2022,MSR,4413.0,,0.0,1000.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,2266.032,0.0,0.0,0.0,1.0,0,1,1,0,2
Morocco,2022,MAR,37457976.0,311654973440.0,0.04,662.642,29.0,42.81,41.41,33.88,0.69,27.44,0.68,7.53,3.27,0.0,4.19,0.04,0.0,1105.505,7.53,1.45,5.36,1.033808258874668,5,1,1,0,7
Mozambique,2022,MOZ,32969520.0,31441725440.0,0.11,135.647,0.0,16.14,19.02,3.35,3.17,2.58,15.49,15.67,-17.844,0.0,0.18,0.11,0.0,576.897,15.67,0.07,0.0,0.8485804416403786,0,1,1,3,5
Myanmar,2022,MMR,54179312.0,291025092608.0,0.27,483.57,2.17,19.07,20.39,10.32,8.03,9.86,9.7,10.07,-6.922,0.0,0.12,0.27,0.0,376.343,10.07,0.1,0.0,0.935262383521334,0,1,1,3,5
Namibia,2022,NAM,2567024.0,21858732032.0,0.0,59.259,0.05,3.8,1.35,0.05,0.0,0.08,0.78,1.3,64.474,0.0,0.0,0.0,0.0,525.901,1.3,0.5,0.02,2.8148148148148144,5,1,1,0,7
Nauru,2022,NRU,12691.0,,0.0,750.0,0.0,0.04,0.04,0.04,0.0,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,3151.84,0.0,0.0,0.0,1.0,0,1,1,0,2
Nepal,2022,NPL,30547586.0,95965913088.0,0.0,24.44,0.0,11.07,9.82,0.0,0.0,0.24,9.67,9.82,11.292,0.0,0.0,0.0,0.0,321.466,9.82,0.14,0.01,1.1272912423625254,5,1,1,0,7
Netherlands,2022,NLD,17564020.0,879609118720.0,9.79,324.992,14.8,116.01,120.28,67.71,47.75,39.09,0.05,52.57,-3.681,4.16,5.16,9.79,0.0,6848.09,48.41,17.08,21.49,0.9644995011639508,0,1,3,3,7
New Caledonia,2022,NCL,289959.0,,0.0,660.584,1.14,2.74,2.74,2.28,0.0,1.81,0.22,0.46,0.0,0.0,1.14,0.0,0.0,9449.612,0.46,0.18,0.06,1.0,0,1,1,0,2
New Zealand,2022,NZL,5185289.0,200602763264.0,1.57,110.885,1.14,44.19,44.19,5.84,4.08,4.9,25.86,38.35,0.0,0.0,0.62,9.39,7.82,8522.187,38.35,0.21,2.89,1.0,0,1,1,0,2
Nicaragua,2022,NIC,6948395.0,32764782592.0,0.93,265.116,0.0,5.3,4.3,1.35,0.0,1.14,0.6,2.95,18.868,0.0,1.35,1.66,0.73,618.848,2.95,0.03,0.66,1.2325581395348837,5,1,1,0,7
Niger,2022,NER,26207982.0,24776755200.0,0.0,670.886,0.21,1.96,0.79,0.74,0.06,0.53,0.0,0.05,59.694,0.0,0.47,0.0,0.0,30.143,0.05,0.05,0.0,2.481012658227848,5,1,1,0,7
Nigeria,2022,NGA,218541216.0,1134448607232.0,0.02,516.225,0.0,36.98,36.98,28.97,28.97,19.09,7.94,8.01,0.0,0.0,0.0,0.02,0.0,169.213,8.01,0.05,0.0,1.0,0,1,1,0,2
Niue,2022,NIU,1952.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,1,1,3,5
North Korea,2022,PRK,26069416.0,40488849408.0,0.0,389.587,8.88,22.28,22.28,9.39,0.0,8.68,12.82,12.89,0.0,0.0,0.51,0.0,0.0,854.641,12.89,0.07,0.0,1.0,0,1,1,0,2
North Macedonia,2022,MKD,2093606.0,28770254848.0,0.06,639.86,2.87,7.13,5.72,4.18,0.92,3.66,1.34,1.54,19.776,0.0,0.39,0.06,0.0,2732.128,1.54,0.03,0.11,1.2465034965034965,5,1,1,0,7
Norway,2022,NOR,5434324.0,482328444928.0,0.24,29.484,0.04,134.0,146.52,1.97,1.15,4.32,128.24,144.55,-9.343,0.0,0.78,0.24,0.0,26961.955,144.55,0.17,15.9,0.9145509145509145,0,1,1,3,5
Oman,2022,OMN,4576300.0,177355014144.0,0.0,564.692,0.0,43.05,43.05,42.78,41.26,24.31,0.0,0.27,0.0,0.0,1.52,0.0,0.0,9407.163,0.27,0.27,0.0,1.0,0,1,1,0,2
Pakistan,2022,PAK,235824864.0,1318834929664.0,1.91,463.656,30.02,169.03,168.53,105.27,56.45,78.14,34.58,63.26,0.296,22.28,18.8,1.91,0.0,714.641,40.98,1.3,3.19,1.002966830831306,5,1,3,0,9
Palestine,2022,PSE,5250076.0,24076503040.0,0.0,516.129,0.0,7.63,0.93,0.72,0.0,0.48,0.0,0.21,87.811,0.0,0.72,0.0,0.0,177.14,0.21,0.21,0.0,8.204301075268816,5,1,1,0,7
Panama,2022,PAN,4408582.0,94762123264.0,0.03,161.677,0.55,12.93,13.36,2.91,1.77,2.16,9.24,10.45,-3.326,0.0,0.59,0.03,0.0,3030.453,10.45,0.65,0.53,0.967814371257485,0,1,1,3,5
Papua New Guinea,2022,PNG,10142625.0,,0.01,507.246,0.0,4.83,4.83,3.62,0.91,2.45,0.8,1.21,0.0,0.0,2.71,0.41,0.4,476.208,1.21,0.0,0.0,1.0,0,1,1,0,2
Paraguay,2022,PRY,6780745.0,65127632896.0,0.14,24.313,0.0,22.29,44.01,0.0,0.0,1.07,43.87,44.01,-97.443,0.0,0.0,0.14,0.0,6490.437,44.01,0.0,0.0,0.5064758009543285,0,1,1,3,5
Peru,2022,PER,34049588.0,341677637632.0,0.6,251.735,0.15,57.68,57.64,22.27,21.75,14.51,32.14,35.37,0.069,0.0,0.37,0.6,0.0,1692.825,35.37,0.82,1.81,1.0006939625260236,5,1,1,0,7
Philippines,2022,PHL,115559008.0,1014811000832.0,1.25,601.097,66.75,113.01,113.01,88.34,19.5,67.93,9.08,24.67,0.0,0.0,2.09,12.74,11.49,977.942,24.67,1.58,1.27,1.0,0,1,1,0,2
Poland,2022,POL,39857144.0,1231021277184.0,7.63,733.184,124.73,176.87,178.55,140.91,11.36,130.91,1.97,37.64,-0.95,0.0,4.82,7.63,0.0,4479.749,37.64,8.31,19.73,0.9905908709045085,0,1,1,3,5
Portugal,2022,PRT,10270857.0,295712915456.0,4.11,225.194,0.0,55.61,46.36,18.72,17.39,10.44,6.54,27.64,16.634,0.0,1.33,4.3,0.19,4513.742,27.64,3.52,13.28,1.199525452976704,5,1,1,0,7
